Incident Number,Highest Offense Description,Highest Offense Code,Family Violence,Occurred Date Time,Occurred Date,Occurred Time,Report Date Time,Report Date,Report Time,Location Type,Address,Zip Code,Council District,APD Sector,APD District,PRA,Census Tract,Clearance Status,Clearance Date,UCR Category,Category Description,X-coordinate,Y-coordinate,Latitude,Longitude,Location
20191541998,ASSAULT WITH INJURY,900,N,06/03/2019 10:55:00 PM,06/03/2019,2255,06/03/2019 10:55:00 PM,06/03/2019,2255,TRANSPORTATION (AIR / BUS / TRAIN - TERMINALS),ROBERT DEDMAN DR / RED RIVER ST,78705,1,UT,B,386,4.01,N,06/05/2019,,,3118143,3118143,30.28023536,-97.73034306,"(30.28023536, -97.73034306)"
20191520506,DWI,2100,N,06/01/2019 08:35:00 AM,06/01/2019,835,06/01/2019 08:35:00 AM,06/01/2019,835,STREETS / HWY / ROAD / ALLEY,205 W 33RD ST,78705,9,BA,1,346,5,,,,,3115698,3115698,30.29824618,-97.73760677,"(30.29824618, -97.73760677)"
20192571568,DWI 2ND,2102,N,09/14/2019 08:00:00 PM,09/14/2019,2000,09/14/2019 08:00:00 PM,09/14/2019,2000,STREETS / HWY / ROAD / ALLEY,1030 E 32ND ST,78705,9,BA,1,348,4.01,C,09/14/2019,,,3120211,3120211,30.28941246,-97.72354159,"(30.28941246, -97.72354159)"
20195023311,FALSE STATEMENT -OBTAIN CREDIT,1105,N,01/08/2019 12:00:00 PM,01/08/2019,1200,06/07/2019 01:18:00 PM,06/07/2019,1318,RESIDENCE / HOME,404 W 35TH ST,78705,9,BA,1,346,5,N,06/07/2019,,,3115675,3115675,30.30076834,-97.73761183,"(30.30076834, -97.73761183)"
20198003454,THEFT OF BICYCLE,609,N,09/10/2019 12:15:00 AM,09/10/2019,15,09/10/2019 02:41:00 PM,09/10/2019,1441,RESIDENCE / HOME,3506 SPEEDWAY,78705,9,BA,1,346,5,N,09/18/2019,23H,Theft,3116746,3116746,30.30005911,-97.73423629,"(30.30005911, -97.73423629)"
20198003425,THEFT OF BICYCLE,609,N,09/15/2019 12:25:00 AM,09/15/2019,25,09/15/2019 12:44:00 AM,09/15/2019,44,SCHOOLS / COLLEGES,201 E 21ST ST,78705,9,UT,B,362,6.01,,,23H,Theft,3116032,3116032,30.28281197,-97.73696336,"(30.28281197, -97.73696336)"
20198003337,THEFT OF BICYCLE,609,N,08/12/2019 02:00:00 PM,08/12/2019,1400,09/06/2019 04:48:00 PM,09/06/2019,1648,RESIDENCE / HOME,914 W 26TH ST,78705,9,BA,3,356,6.03,N,09/17/2019,23H,Theft,3112679,3112679,30.29115779,-97.74736546,"(30.29115779, -97.74736546)"
20195037841,THEFT OF BICYCLE,609,N,09/09/2019 05:00:00 PM,09/09/2019,1700,09/13/2019 03:11:00 PM,09/13/2019,1511,RESIDENCE / HOME,2810 SALADO ST,78705,9,BA,3,356,6.03,N,09/16/2019,23H,Theft,3113273,3113273,30.29439644,-97.74539607,"(30.29439644, -97.74539607)"
20195038734,THEFT,600,N,09/19/2019 12:01:00 AM,09/19/2019,1,09/19/2019 04:40:00 PM,09/19/2019,1640,PARKING LOTS / GARAGE,2815 GUADALUPE ST,78705,9,BA,1,361,6.01,N,09/20/2019,23H,Theft,3114325,3114325,30.29420541,-97.742067,"(30.29420541, -97.742067)"
20191530671,BURGLARY OF RESIDENCE,500,N,06/01/2019 11:30:00 PM,06/01/2019,2330,06/02/2019 09:42:00 AM,06/02/2019,942,RESIDENCE / HOME,2100 SAN ANTONIO ST,78705,9,BA,1,359,6.04,N,09/18/2019,220,Burglary,3114074,3114074,30.28418269,-97.7431315,"(30.28418269, -97.7431315)"
20195038016,BURGLARY OF VEHICLE,601,N,09/15/2019 09:30:00 AM,09/15/2019,930,09/15/2019 02:34:00 PM,09/15/2019,1434,RESIDENCE / HOME,701 CAROLYN AVE,78705,9,BA,1,347,5,N,09/16/2019,23F,Theft,3118363,3118363,30.29582912,-97.72922522,"(30.29582912, -97.72922522)"
20198002888,THEFT OF BICYCLE,609,N,07/31/2019 03:00:00 PM,07/31/2019,1500,08/07/2019 12:21:00 PM,08/07/2019,1221,RESIDENCE / HOME,702 W 22ND ST,78705,9,BA,2,358,6.04,N,09/18/2019,23H,Theft,3113383,3113383,30.28545839,-97.74528711,"(30.28545839, -97.74528711)"
20195037796,CHILD CUSTODY INTERFERE,2001,N,09/13/2019 12:11:00 PM,09/13/2019,1211,09/13/2019 12:11:00 PM,09/13/2019,1211,RESIDENCE / HOME,907 W 22ND ST,78705,9,BA,2,358,6.04,N,09/16/2019,,,3112747,3112747,30.28526815,-97.74730774,"(30.28526815, -97.74730774)"
2019430951,BURGLARY OF RESIDENCE,500,N,02/09/2019 09:00:00 PM,02/09/2019,2100,02/12/2019 01:30:00 PM,02/12/2019,1330,RESIDENCE / HOME,3312 HARRIS PARK AVE,78705,9,BA,1,347,5,N,06/13/2019,220,Burglary,3118141,3118141,30.29513421,-97.72994758,"(30.29513421, -97.72994758)"
2019781246,BURGLARY OF RESIDENCE,500,N,01/20/2019 12:00:00 AM,01/20/2019,0,03/19/2019 06:03:00 PM,03/19/2019,1803,RESIDENCE / HOME,2513 SETON AVE,78705,9,BA,1,360,6.03,N,06/13/2019,220,Burglary,3113973,3113973,30.29015691,-97.74329127,"(30.29015691, -97.74329127)"
20198002062,THEFT,600,N,06/09/2019 06:30:00 PM,06/09/2019,1830,06/11/2019 03:57:00 PM,06/11/2019,1557,RESIDENCE / HOME,810 E DEAN KEETON ST,78705,9,BA,1,348,4.01,N,06/13/2019,23H,Theft,3118180,3118180,30.28930415,-97.72998123,"(30.28930415, -97.72998123)"
20205008960,BURGLARY OF VEHICLE,601,N,02/02/2020 12:00:00 PM,02/02/2020,1200,03/03/2020 10:23:00 AM,03/03/2020,1023,RESIDENCE / HOME,2401 SAN GABRIEL ST,78705,9,BA,3,356,,N,03/04/2020,23F,Theft,3112672,3112672,30.28842038,-97.74746098,"(30.28842038, -97.74746098)"
20191561263,DOC WINDOW PEEPING-RESIDENCE,2407,N,06/04/2019 06:00:00 PM,06/04/2019,1800,06/05/2019 06:22:00 PM,06/05/2019,1822,RESIDENCE / HOME,905 W 29TH ST,78705,9,BA,3,356,6.03,N,06/11/2019,,,3112957,3112957,30.29690711,-97.7463303,"(30.29690711, -97.7463303)"
20195023723,THEFT,600,N,06/10/2019 02:45:00 PM,06/10/2019,1445,06/10/2019 02:45:00 PM,06/10/2019,1445,OTHER / UNKNOWN,2200 SAN GABRIEL ST,78705,9,BA,2,358,6.04,N,06/11/2019,23H,Theft,3112436,3112436,30.28575808,-97.74828021,"(30.28575808, -97.74828021)"
20195023638,BURGLARY OF VEHICLE,601,N,06/09/2019 06:30:00 PM,06/09/2019,1830,06/10/2019 10:16:00 AM,06/10/2019,1016,RESIDENCE / HOME,718 HARRIS AVE,78705,9,BA,1,347,5,N,06/11/2019,23F,Theft,3118677,3118677,30.29475336,-97.72825905,"(30.29475336, -97.72825905)"
20195023514,THEFT FROM BUILDING,617,N,06/08/2019 12:00:00 PM,06/08/2019,1200,06/08/2019 08:00:00 PM,06/08/2019,2000,RESIDENCE / HOME,405 E 35TH ST,78705,9,BA,1,346,5,N,06/10/2019,23D,Theft,3117676,3117676,30.29765182,-97.73135348,"(30.29765182, -97.73135348)"
20205008891,FRAUD - OTHER,1199,N,02/28/2020 12:00:00 AM,02/28/2020,0,03/02/2020 04:38:00 PM,03/02/2020,1638,OTHER / UNKNOWN,2704 RIO GRANDE ST,78705,9,BA,3,356,,N,03/03/2020,,,3113552,3113552,30.29296019,-97.74455033,"(30.29296019, -97.74455033)"
20205008800,THEFT OF BICYCLE,609,N,02/28/2020 02:00:00 PM,02/28/2020,1400,03/02/2020 12:30:00 PM,03/02/2020,1230,RESIDENCE / HOME,900 W 26TH ST,78705,9,BA,3,356,,N,03/03/2020,23H,Theft,3112953,3112953,30.29099459,-97.74650145,"(30.29099459, -97.74650145)"
20192131480,AGG ASLT STRANGLE/SUFFOCATE,410,Y,07/30/2019 11:00:00 PM,07/30/2019,2300,08/01/2019 07:33:00 PM,08/01/2019,1933,RESIDENCE / HOME,2925 RIO GRANDE ST,78705,9,BA,3,345,2.04,N,08/20/2019,13A,Aggravated Assault,3113965,3113965,30.29714499,-97.74312909,"(30.29714499, -97.74312909)"
20192280241,ASSAULT WITH INJURY,900,Y,08/16/2019 03:53:00 AM,08/16/2019,353,08/16/2019 03:53:00 AM,08/16/2019,353,RESIDENCE / HOME,702 W 35TH ST,78705,9,BA,3,345,2.04,C,08/19/2019,,,3114605,3114605,30.30220862,-97.74096461,"(30.30220862, -97.74096461)"
20198003079,THEFT,600,N,08/20/2019 07:00:00 PM,08/20/2019,1900,08/22/2019 11:19:00 AM,08/22/2019,1119,COMMERCIAL / OFFICE BUILDING,702 W 25TH ST,78705,9,BA,3,356,6.03,N,08/23/2019,23H,Theft,3113387,3113387,30.28957866,-97.74516395,"(30.28957866, -97.74516395)"
20192210736,CRIMINAL MISCHIEF,1400,N,08/09/2019 10:19:00 AM,08/09/2019,1019,08/09/2019 10:19:00 AM,08/09/2019,1019,RESIDENCE / HOME,2815 RIO GRANDE ST,78705,9,BA,1,360,6.03,N,08/20/2019,,,3113881,3113881,30.29475062,-97.74345958,"(30.29475062, -97.74345958)"
20192120823,FAMILY DISTURBANCE,3400,N,07/31/2019 12:10:00 PM,07/31/2019,1210,07/31/2019 12:10:00 PM,07/31/2019,1210,PARKING LOTS / GARAGE,2811 RIO GRANDE ST,78705,9,BA,1,360,6.03,N,08/24/2019,,,3113819,3113819,30.29425155,-97.74366947,"(30.29425155, -97.74366947)"
2019750449,AGG ROBBERY/DEADLY WEAPON,300,N,03/16/2019 05:02:00 AM,03/16/2019,502,03/16/2019 05:02:00 AM,03/16/2019,502,RESIDENCE / HOME,2505 LONGVIEW ST,78705,9,BA,3,356,6.03,C,08/09/2019,120,Robbery,3111781,3111781,30.29006613,-97.75024068,"(30.29006613, -97.75024068)"
20195006087,CRUELTY TO ANIMALS,2717,N,02/11/2019 03:33:00 PM,02/11/2019,1533,02/11/2019 04:33:00 PM,02/11/2019,1633,STREETS / HWY / ROAD / ALLEY,2816 SAN PEDRO ST,78705,9,BA,3,356,6,N,02/25/2019,,,3113094,3113094,30.29478173,-97.74595306,"(30.29478173, -97.74595306)"
20195034180,THEFT,600,N,07/30/2019 02:44:00 PM,07/30/2019,1444,08/20/2019 02:44:00 PM,08/20/2019,1444,OTHER / UNKNOWN,2516 N LAMAR BLVD,78705,9,BA,3,356,6.03,N,08/21/2019,23H,Theft,3111371,3111371,30.29077402,-97.75152113,"(30.29077402, -97.75152113)"
20192170640,ASSAULT W/INJURY-FAM/DATE VIOL,900,Y,08/05/2019 11:30:00 AM,08/05/2019,1130,08/05/2019 12:08:00 PM,08/05/2019,1208,OTHER / UNKNOWN,3100 RED RIVER ST,78705,9,BA,1,348,4.01,C,08/20/2019,,,3118815,3118815,30.29072566,-97.72793039,"(30.29072566, -97.72793039)"
20205007101,BURGLARY OF VEHICLE,601,N,02/18/2020 10:00:00 PM,02/18/2020,2200,02/19/2020 12:11:00 PM,02/19/2020,1211,PARKING LOTS / GARAGE,508 ELMWOOD PL,78705,9,BA,1,347,,N,03/04/2020,23F,Theft,3117027,3117027,30.29092039,-97.73359181,"(30.29092039, -97.73359181)"
20195024525,BURGLARY OF VEHICLE,601,N,06/15/2019 02:43:00 PM,06/15/2019,1443,06/15/2019 02:43:00 PM,06/15/2019,1443,OTHER / UNKNOWN,1912 NUECES ST,78705,9,BA,1,359,6.04,N,06/17/2019,23F,Theft,3113692,3113692,30.28360514,-97.74435756,"(30.28360514, -97.74435756)"
20198004648,BURGLARY OF VEHICLE,601,N,11/16/2019 01:18:00 PM,11/16/2019,1318,11/17/2019 11:03:00 AM,11/17/2019,1103,PARKING LOTS / GARAGE,600 W 26TH ST,78705,9,BA,1,360,,N,11/18/2019,23F,Theft,3113909,3113909,30.29110936,-97.74346854,"(30.29110936, -97.74346854)"
20191630881,FAMILY DISTURBANCE,3400,N,06/12/2019 01:19:00 PM,06/12/2019,1319,06/12/2019 01:19:00 PM,06/12/2019,1319,RESIDENCE / HOME,610 W 30TH ST,78705,9,BA,3,345,2.04,,,,,3114113,3114113,30.29713002,-97.74266041,"(30.29713002, -97.74266041)"
202061546,AGG ASLT STRANGLE/SUFFOCATE,410,Y,01/06/2020 07:00:00 AM,01/06/2020,700,01/06/2020 07:57:00 PM,01/06/2020,1957,DRUG STORE / DR. OFFICE / HOSPITAL,1201 W 38TH ST,78705,10,BA,3,344,,C,01/16/2020,13A,Aggravated Assault,3113183,3113183,30.30490831,-97.74539945,"(30.30490831, -97.74539945)"
20195039045,BURGLARY OF VEHICLE,601,N,09/21/2019 10:30:00 PM,09/21/2019,2230,09/22/2019 03:31:00 PM,09/22/2019,1531,PARKING LOTS / GARAGE,300 E 30TH ST,78705,9,BA,1,346,5,N,09/23/2019,23F,Theft,3116359,3116359,30.29322284,-97.73564692,"(30.29322284, -97.73564692)"
20195039581,THEFT,600,N,09/24/2019 08:32:00 PM,09/24/2019,2032,09/25/2019 01:32:00 PM,09/25/2019,1332,PARKING LOTS / GARAGE,3015 GUADALUPE ST,78705,9,BA,1,346,5,N,09/25/2019,23H,Theft,3114455,3114455,30.29717134,-97.74157534,"(30.29717134, -97.74157534)"
20198003528,THEFT FROM PERSON,610,N,09/17/2019 10:00:00 PM,09/17/2019,2200,09/18/2019 06:00:00 PM,09/18/2019,1800,RESIDENCE / HOME,709 W 22ND ST,78705,9,BA,2,358,6.04,N,09/24/2019,23A,Theft,3113171,3113171,30.2849854,-97.74597163,"(30.2849854, -97.74597163)"
20195038860,BURGLARY OF VEHICLE,601,N,09/19/2019 01:52:00 PM,09/19/2019,1352,09/20/2019 01:52:00 PM,09/20/2019,1352,OTHER / UNKNOWN,308 W 34TH ST,78705,9,BA,1,346,5,N,09/23/2019,23F,Theft,3115801,3115801,30.29939408,-97.73724943,"(30.29939408, -97.73724943)"
20195039132,THEFT OF BICYCLE,609,N,09/20/2019 05:00:00 PM,09/20/2019,1700,09/23/2019 10:29:00 AM,09/23/2019,1029,RESIDENCE / HOME,2200 PEARL ST,78705,9,BA,2,358,6.04,N,09/23/2019,23H,Theft,3112931,3112931,30.28562749,-97.746715,"(30.28562749, -97.746715)"
20192631424,BURGLARY OF RESIDENCE,500,N,09/20/2019 04:13:00 PM,09/20/2019,1613,09/20/2019 04:13:00 PM,09/20/2019,1613,RESIDENCE / HOME,2100 SAN ANTONIO ST,78705,9,BA,1,359,6.04,N,09/24/2019,220,Burglary,3114074,3114074,30.28418269,-97.7431315,"(30.28418269, -97.7431315)"
20208005325,THEFT OF BICYCLE,609,N,08/17/2020 11:50:00 AM,08/17/2020,1150,11/03/2020 12:00:00 PM,11/03/2020,1200,PARKING LOTS / GARAGE,2401 SAN GABRIEL ST,78705,9,BA,3,356,,N,11/05/2020,23H,Theft,3112672,3112672,30.28842038,-97.74746098,"(30.28842038, -97.74746098)"
20195047290,CRIMINAL MISCHIEF,1400,N,11/15/2019 08:00:00 PM,11/15/2019,2000,11/16/2019 04:55:00 PM,11/16/2019,1655,PARKING LOTS / GARAGE,3107 SPEEDWAY,78705,9,BA,1,346,,N,11/18/2019,,,3116117,3116117,30.29562988,-97.73634914,"(30.29562988, -97.73634914)"
20192690981,BURGLARY OF RESIDENCE,500,N,09/26/2019 03:00:00 AM,09/26/2019,300,09/26/2019 01:17:00 PM,09/26/2019,1317,RESIDENCE / HOME,1909 RIO GRANDE ST,78705,9,BA,1,359,6.04,N,09/27/2019,220,Burglary,3113550,3113550,30.28357299,-97.74480843,"(30.28357299, -97.74480843)"
20208005248,THEFT OF BICYCLE,609,N,10/11/2020 11:00:00 PM,10/11/2020,2300,10/12/2020 11:33:00 AM,10/12/2020,1133,RESIDENCE / HOME,2406 RIO GRANDE ST,78705,9,BA,3,356,,N,11/04/2020,23H,Theft,3113502,3113502,30.28857897,-97.7448263,"(30.28857897, -97.7448263)"
20203100840,DWI,2100,N,11/05/2020 05:38:00 PM,11/05/2020,1738,11/05/2020 09:32:00 PM,11/05/2020,2132,STREETS / HWY / ROAD / ALLEY,3400 BLOCK N IH 35 SVRD SB,78705,9,BA,1,348,,C,11/06/2020,,,3120557,3120557,30.29179262,-97.72238065,"(30.29179262, -97.72238065)"
20203060451,FAMILY DISTURBANCE,3400,N,11/01/2020 02:38:00 AM,11/01/2020,238,11/01/2020 02:38:00 AM,11/01/2020,238,RESIDENCE / HOME,2404 RIO GRANDE ST,78705,9,BA,3,356,,,,,,3113482,3113482,30.28852802,-97.74489105,"(30.28852802, -97.74489105)"
20193240799,BURGLARY OF RESIDENCE,500,N,11/20/2019 01:49:00 PM,11/20/2019,1349,11/20/2019 01:49:00 PM,11/20/2019,1349,RESIDENCE / HOME,2100 SAN ANTONIO ST,78705,9,BA,1,359,,N,11/21/2019,220,Burglary,3114074,3114074,30.28418269,-97.7431315,"(30.28418269, -97.7431315)"
20205043630,CRIMINAL MISCHIEF,1400,N,10/28/2020 12:00:00 PM,10/28/2020,1200,10/28/2020 06:15:00 PM,10/28/2020,1815,RESIDENCE / HOME,2401 LONGVIEW ST,78705,9,BA,3,356,,N,11/02/2020,,,3111713,3111713,30.2886878,-97.75049307,"(30.2886878, -97.75049307)"
20192711577,THEFT BY EXTORTION,2718,N,09/28/2019 07:40:00 PM,09/28/2019,1940,09/28/2019 07:56:00 PM,09/28/2019,1956,RESIDENCE / HOME,405 E 32ND ST,78705,9,BA,1,346,5,N,10/03/2019,,,3117058,3117058,30.29479427,-97.73338921,"(30.29479427, -97.73338921)"
20192730067,BURGLARY OF RESIDENCE,500,N,09/28/2019 04:00:00 PM,09/28/2019,1600,09/30/2019 03:42:00 AM,09/30/2019,342,RESIDENCE / HOME,507 W 23RD ST,78705,9,BA,1,359,6.04,N,10/01/2019,220,Burglary,3113926,3113926,30.28636925,-97.74354185,"(30.28636925, -97.74354185)"
20205035045,BURGLARY OF VEHICLE,601,N,09/03/2020 04:00:00 PM,09/03/2020,1600,09/03/2020 05:26:00 PM,09/03/2020,1726,PARKING LOTS / GARAGE,2101 RIO GRANDE ST,78705,9,BA,1,359,,,,23F,Theft,3113563,3113563,30.28421539,-97.74475,"(30.28421539, -97.74475)"
20195040255,BURGLARY OF VEHICLE,601,N,09/29/2019 04:30:00 PM,09/29/2019,1630,09/30/2019 02:29:00 PM,09/30/2019,1429,STREETS / HWY / ROAD / ALLEY,210 E 32ND ST,78705,9,BA,1,346,5,N,10/01/2019,23F,Theft,3116571,3116571,30.29588936,-97.73490323,"(30.29588936, -97.73490323)"
20198003665,THEFT OF BICYCLE,609,N,09/21/2019 09:40:00 PM,09/21/2019,2140,10/01/2019 10:18:00 PM,10/01/2019,2218,PARKING LOTS / GARAGE,1900 NUECES ST,78705,9,BA,1,359,6.04,N,10/02/2019,23H,Theft,3113732,3113732,30.28254153,-97.74425933,"(30.28254153, -97.74425933)"
20195040147,THEFT,600,N,09/30/2019 03:45:00 AM,09/30/2019,345,09/30/2019 05:03:00 AM,09/30/2019,503,RESIDENCE / HOME,507 W 23RD ST,78705,9,BA,1,359,6.04,N,09/30/2019,23H,Theft,3113926,3113926,30.28636925,-97.74354185,"(30.28636925, -97.74354185)"
20198002289,ONLINE IMPERSONATION,2733,N,05/28/2019 12:52:00 PM,05/28/2019,1252,06/24/2019 07:47:00 AM,06/24/2019,747,DRUG STORE / DR. OFFICE / HOSPITAL,1904 NUECES ST,78705,9,BA,1,359,6.04,N,10/03/2019,,,3113677,3113677,30.28293538,-97.74442306,"(30.28293538, -97.74442306)"
20195040439,THEFT,600,N,09/07/2019 11:00:00 PM,09/07/2019,2300,10/01/2019 03:05:00 PM,10/01/2019,1505,RESIDENCE / HOME,507 W 23RD ST,78705,9,BA,1,359,6.04,N,10/02/2019,23H,Theft,3113926,3113926,30.28636925,-97.74354185,"(30.28636925, -97.74354185)"
20195026120,HARASSMENT,2703,N,06/25/2019 07:00:00 PM,06/25/2019,1900,06/26/2019 09:40:00 AM,06/26/2019,940,RESIDENCE / HOME,2700 NUECES ST,78705,9,BA,1,360,6.03,N,06/26/2019,,,3113981,3113981,30.29206959,-97.74321459,"(30.29206959, -97.74321459)"
20205009401,CRIMINAL MISCHIEF,1400,N,03/02/2020 11:00:00 AM,03/02/2020,1100,03/05/2020 04:02:00 PM,03/05/2020,1602,PARKING LOTS / GARAGE,2004 UNIVERSITY AVE,78705,9,BA,1,362,,N,03/06/2020,,,3115046,3115046,30.2831116,-97.74007995,"(30.2831116, -97.74007995)"
20208003986,THEFT OF BICYCLE,609,N,08/30/2020 12:20:00 PM,08/30/2020,1220,09/01/2020 12:28:00 PM,09/01/2020,1228,RESIDENCE / HOME,703 HARRIS AVE,78705,9,BA,1,347,,N,09/02/2020,23H,Theft,3118286,3118286,30.29483625,-97.72949605,"(30.29483625, -97.72949605)"
20195025930,THEFT,600,N,05/31/2019 01:51:00 PM,05/31/2019,1351,06/25/2019 08:55:00 AM,06/25/2019,855,RESIDENCE / HOME,2819 RIO GRANDE ST,78705,9,BA,1,360,6.03,N,06/25/2019,23H,Theft,3113811,3113811,30.29507122,-97.74367283,"(30.29507122, -97.74367283)"
20198003636,THEFT,600,N,09/17/2019 10:00:00 PM,09/17/2019,2200,09/26/2019 12:30:00 AM,09/26/2019,30,RESIDENCE / HOME,709 W 22ND ST,78705,9,BA,2,358,6.04,N,10/01/2019,23H,Theft,3113171,3113171,30.2849854,-97.74597163,"(30.2849854, -97.74597163)"
20195043388,CRIMINAL MISCHIEF,1400,N,10/19/2019 09:00:00 PM,10/19/2019,2100,10/21/2019 09:47:00 AM,10/21/2019,947,RESIDENCE / HOME,2509 PEARL ST,78705,9,BA,3,356,6,N,10/21/2019,,,3113024,3113024,30.29020388,-97.74629762,"(30.29020388, -97.74629762)"
20192721808,ASSAULT W/INJURY-FAM/DATE VIOL,900,Y,09/29/2019 10:58:00 PM,09/29/2019,2258,09/29/2019 10:58:00 PM,09/29/2019,2258,RESIDENCE / HOME,606 W 32ND ST,78705,9,BA,3,345,2.04,C,10/01/2019,,,3114648,3114648,30.29953948,-97.74090002,"(30.29953948, -97.74090002)"
20191171964,FAMILY DISTURBANCE,3400,N,04/27/2019 11:34:00 PM,04/27/2019,2334,04/27/2019 11:34:00 PM,04/27/2019,2334,RESIDENCE / HOME,2100 SAN ANTONIO ST,78705,9,BA,1,359,6,N,05/05/2019,,,3114074,3114074,30.28418269,-97.7431315,"(30.28418269, -97.7431315)"
20198003680,THEFT,600,N,10/02/2019 12:50:00 PM,10/02/2019,1250,10/02/2019 05:03:00 PM,10/02/2019,1703,OTHER / UNKNOWN,2520 LONGVIEW ST,78705,9,BA,3,356,6.03,N,10/03/2019,23H,Theft,3111570,3111570,30.29069809,-97.75089248,"(30.29069809, -97.75089248)"
20203151265,DISTURBANCE - OTHER,3401,N,11/10/2020 09:19:00 PM,11/10/2020,2119,11/10/2020 09:19:00 PM,11/10/2020,2119,STREETS / HWY / ROAD / ALLEY,506 W MARTIN LUTHER KING JR BLVD,78705,9,BA,1,359,6,N,11/17/2020,,,3113861,3113861,30.28255526,-97.74385016,"(30.28255526, -97.74385016)"
20201150421,BURGLARY OF RESIDENCE,500,N,04/23/2020 05:00:00 PM,04/23/2020,1700,04/24/2020 11:35:00 AM,04/24/2020,1135,RESIDENCE / HOME,833 E 38TH ST,78705,9,BA,1,348,,C,04/24/2020,220,Burglary,3119838,3119838,30.29587155,-97.72454914,"(30.29587155, -97.72454914)"
20195040341,CRIMINAL MISCHIEF,1400,N,08/30/2019 10:14:00 AM,08/30/2019,1014,10/01/2019 10:14:00 AM,10/01/2019,1014,PARKING LOTS / GARAGE,2501 PEARL ST,78705,9,BA,3,356,6.03,N,10/01/2019,,,3113050,3113050,30.28958372,-97.74623184,"(30.28958372, -97.74623184)"
20208003935,BURGLARY OF VEHICLE,601,N,08/28/2020 08:00:00 AM,08/28/2020,800,08/28/2020 03:33:00 PM,08/28/2020,1533,PARKING LOTS / GARAGE,700 1/2 W 28TH HALF ST,78705,9,BA,3,356,,N,09/01/2020,23F,Theft,3113546,3113546,30.2955115,-97.74450092,"(30.2955115, -97.74450092)"
20195040906,FRAUD - OTHER,1199,N,10/03/2019 09:00:00 PM,10/03/2019,2100,10/04/2019 11:55:00 AM,10/04/2019,1155,RESIDENCE / HOME,2216 SAN GABRIEL ST,78705,9,BA,2,358,6.04,N,10/04/2019,,,3112454,3112454,30.28694718,-97.74819132,"(30.28694718, -97.74819132)"
20202450795,AUTO THEFT,700,N,09/01/2020 02:30:00 AM,09/01/2020,230,09/01/2020 01:12:00 PM,09/01/2020,1312,PARKING LOTS / GARAGE,2714 NUECES ST,78705,9,BA,1,360,,N,09/02/2020,240,Auto Theft,3113998,3113998,30.2930361,-97.74313477,"(30.2930361, -97.74313477)"
20202781353,INDECENT EXPOSURE,1706,N,10/04/2020 08:50:00 PM,10/04/2020,2050,10/04/2020 09:31:00 PM,10/04/2020,2131,STREETS / HWY / ROAD / ALLEY,905 W 22ND HALF ST,78705,9,BA,2,358,6,N,10/09/2020,,,3112816,3112816,30.28610214,-97.74706673,"(30.28610214, -97.74706673)"
20205034826,BURGLARY OF VEHICLE,601,N,08/31/2020 08:00:00 PM,08/31/2020,2000,09/02/2020 01:51:00 PM,09/02/2020,1351,PARKING LOTS / GARAGE,402 E 34TH ST,78705,9,BA,1,346,,N,09/02/2020,23F,Theft,3117508,3117508,30.29714035,-97.73189975,"(30.29714035, -97.73189975)"
20191331066,HARASSMENT,2703,N,05/13/2019 08:00:00 AM,05/13/2019,800,05/13/2019 02:15:00 PM,05/13/2019,1415,OTHER / UNKNOWN,2104 SAN GABRIEL ST,78705,9,BA,2,358,6.04,N,06/26/2019,,,3112367,3112367,30.28497632,-97.74851981,"(30.28497632, -97.74851981)"
20205005835,THEFT OF BICYCLE,609,N,01/31/2020 12:00:00 PM,01/31/2020,1200,02/11/2020 08:21:00 AM,02/11/2020,821,RESIDENCE / HOME,706 W MARTIN LUTHER KING JR BLVD,78705,9,BA,2,358,,N,03/04/2020,23H,Theft,3113117,3113117,30.28329557,-97.74618805,"(30.28329557, -97.74618805)"
20195022204,HARASSMENT,2703,Y,05/31/2019 09:00:00 AM,05/31/2019,900,05/31/2019 12:56:00 PM,05/31/2019,1256,RESIDENCE / HOME,2711 HEMPHILL PARK,78705,9,BA,1,361,6.01,N,06/26/2019,,,3114757,3114757,30.29285279,-97.74073416,"(30.29285279, -97.74073416)"
20191740500,ASSAULT BY CONTACT FAM/DATING,902,Y,06/23/2019 07:21:00 AM,06/23/2019,721,06/23/2019 07:21:00 AM,06/23/2019,721,RESIDENCE / HOME,305 W 35TH ST,78705,9,BA,1,346,5,N,06/25/2019,,,3115927,3115927,30.29971311,-97.73684148,"(30.29971311, -97.73684148)"
20191580396,AUTO THEFT,700,N,06/07/2019 12:00:00 AM,06/07/2019,0,06/07/2019 08:52:00 AM,06/07/2019,852,RESIDENCE / HOME,3106 HARRIS PARK AVE,78705,9,BA,1,347,5,N,06/24/2019,240,Auto Theft,3117646,3117646,30.29248593,-97.73158783,"(30.29248593, -97.73158783)"
20205008353,GRAFFITI,1402,N,02/27/2020 02:22:00 PM,02/27/2020,1422,02/27/2020 02:22:00 PM,02/27/2020,1422,OTHER / UNKNOWN,HARRIS PARK AVE / PARK PL,78705,9,BA,1,347,,N,03/01/2020,,,3117149,3117149,30.28948315,-97.73324388,"(30.28948315, -97.73324388)"
